year,rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,equivphyskloc,act_effort,projectname_Y,projectname_de,projectname_erb,projectname_gal,projectname_hst,projectname_slp,projectname_spl,cat2_application_ground,cat2_avionicsmonitoring,cat2_batchdataprocessing,cat2_communications,cat2_datacapture,cat2_launchprocessing,cat2_missionplanning,cat2_monitor_control,cat2_operatingsystem,cat2_realdataprocessing,cat2_science,cat2_simulation,cat2_utility,forg_g,center_2,center_3,center_5,center_6,mode_organic,mode_semidetached
1985.0,3,1,3,1,1,1,1,1,2,1,3,4,4,3,1,29.5,120.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
1986.0,3,2,2,2,1,2,2,1,3,2,3,3,3,3,2,15.0,90.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
1986.0,3,2,3,1,1,2,2,1,3,2,3,3,3,3,2,38.0,210.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
1986.0,2,2,2,1,1,2,2,1,3,2,3,3,3,3,2,10.0,48.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
1982.0,2,4,3,3,3,1,3,3,3,1,2,4,5,5,1,15.4,70.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
1982.0,2,4,3,3,3,1,3,3,3,1,2,4,5,5,1,48.5,239.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
1982.0,2,4,3,3,3,1,3,3,3,1,2,4,5,5,1,16.3,82.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
1982.0,2,4,3,3,3,1,3,3,3,1,2,4,5,5,1,12.8,62.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1982.0,2,4,3,3,3,1,3,3,3,1,2,4,5,5,1,32.6,170.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1982.0,2,4,3,3,3,1,3,3,3,1,2,4,5,5,1,35.5,192.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1985.0,3,1,3,1,1,1,1,1,2,1,3,4,4,3,1,5.5,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
1987.0,3,1,3,1,1,1,1,1,2,1,3,4,4,3,1,10.4,50.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1987.0,3,1,3,1,1,1,1,1,2,1,3,4,4,3,1,14.0,60.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1986.0,3,2,3,1,1,2,2,1,2,1,3,3,3,3,2,6.5,42.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
1986.0,2,2,3,1,1,2,2,1,2,1,3,3,3,3,2,13.0,60.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
1986.0,2,2,3,1,1,2,2,1,2,2,3,4,4,4,2,90.0,444.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
1986.0,2,2,3,1,1,2,2,1,2,1,3,3,3,3,2,8.0,42.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
1986.0,2,2,3,2,1,2,2,1,2,1,3,3,3,3,2,16.0,114.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
1980.0,2,3,3,3,2,1,3,2,2,2,2,4,4,3,1,177.9,1248.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1975.0,3,1,3,1,1,1,1,1,2,2,3,3,4,1,2,302.0,2400.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
1982.0,2,3,1,1,1,3,2,2,3,1,3,3,4,4,2,282.1,1368.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1982.0,3,3,1,1,1,2,3,2,3,1,3,3,4,3,2,284.7,973.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1982.0,3,3,2,1,1,1,1,1,3,2,3,4,3,3,2,79.0,400.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1977.0,1,2,2,1,1,1,1,2,3,3,3,4,2,2,3,423.0,2400.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1977.0,2,2,2,1,1,1,2,2,4,3,2,4,4,3,2,190.0,420.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
1984.0,2,2,3,1,2,2,2,2,3,1,3,4,4,3,3,47.5,252.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
1980.0,4,2,5,2,2,1,1,1,3,1,3,3,2,4,2,21.0,107.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
1983.0,2,3,3,3,1,2,3,2,3,2,3,4,2,2,3,78.0,571.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
1984.0,2,3,3,3,1,2,3,2,3,2,3,4,2,2,3,11.4,98.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
1985.0,2,3,3,3,1,2,3,2,3,2,3,4,2,2,3,19.3,155.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
1979.0,3,2,4,2,2,1,3,2,2,1,4,4,2,5,3,101.0,750.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
1979.0,3,2,3,2,2,1,3,1,3,1,3,3,2,5,2,219.0,2120.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
1979.0,3,2,3,2,2,1,3,1,3,1,3,3,2,5,2,50.0,370.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True
1979.0,4,3,3,3,3,2,2,3,4,3,3,4,4,4,1,227.0,1181.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1977.0,2,3,4,1,1,1,2,2,2,3,2,3,4,3,1,70.0,278.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1979.0,3,1,3,1,1,1,1,1,2,1,3,4,4,3,1,0.9,8.4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1974.0,4,1,5,4,3,1,1,2,4,2,1,4,1,1,3,980.0,4560.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
1975.0,2,1,3,1,1,1,1,3,2,3,4,4,3,2,2,350.0,720.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1976.0,3,2,5,2,2,1,1,2,2,1,4,4,4,4,2,70.0,458.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1979.0,3,2,5,2,2,1,1,2,2,1,4,4,4,4,2,271.0,2460.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
1971.0,2,2,2,1,1,1,1,2,3,2,3,4,3,2,2,90.0,162.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1980.0,2,2,2,1,1,1,1,2,3,2,3,4,3,2,2,40.0,150.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1979.0,3,2,3,2,1,1,1,2,3,2,3,4,3,3,2,137.0,636.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1977.0,3,2,3,2,1,3,1,2,3,2,3,4,3,1,2,150.0,882.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1976.0,4,2,3,2,1,1,1,2,3,2,3,4,3,3,2,339.0,444.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1983.0,1,3,1,1,1,3,1,2,3,2,3,4,3,2,2,240.0,192.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1978.0,3,2,3,1,3,1,2,2,3,2,4,4,2,2,1,144.0,576.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1979.0,2,1,2,1,3,1,2,2,3,2,4,4,2,2,1,151.0,432.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1979.0,2,1,3,1,3,1,2,2,3,2,4,4,2,2,1,34.0,72.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1979.0,2,2,3,1,3,1,2,2,3,2,4,4,2,2,1,98.0,300.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1979.0,2,2,3,1,3,1,2,2,3,2,4,4,2,2,1,85.0,300.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1982.0,2,1,2,1,3,1,2,2,3,2,4,4,2,2,1,20.0,240.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1978.0,2,1,2,1,3,1,2,2,3,2,4,4,2,2,1,111.0,600.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1978.0,3,4,3,1,3,1,2,2,3,2,4,4,2,2,1,162.0,756.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1978.0,3,3,4,1,3,1,2,2,3,2,4,4,2,2,1,352.0,1200.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1979.0,3,2,4,1,3,1,2,2,3,2,4,4,2,2,1,165.0,97.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
1984.0,3,2,4,2,2,1,4,2,2,1,4,4,4,5,3,60.0,409.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
1984.0,3,2,4,2,2,1,4,2,2,1,4,4,4,5,3,100.0,703.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
1980.0,3,4,4,4,4,3,3,1,2,1,2,2,3,3,3,32.0,1350.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1980.0,3,3,3,3,4,3,3,2,3,2,4,4,4,3,2,53.0,480.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1977.0,3,1,4,3,4,1,2,3,4,3,1,1,4,4,2,41.0,599.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1977.0,3,1,4,3,4,1,2,3,4,3,1,1,4,4,2,24.0,430.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1977.0,4,3,4,4,4,2,2,2,3,2,4,4,4,3,3,165.0,4178.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1977.0,4,3,4,4,4,2,2,2,3,2,4,4,4,3,3,65.0,1772.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1977.0,4,3,4,4,4,2,1,2,3,2,4,4,4,3,3,70.0,1645.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1977.0,4,3,5,4,4,2,2,2,3,2,4,4,4,3,3,50.0,1924.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1982.0,4,1,4,3,4,1,1,2,1,1,1,2,2,4,3,7.25,648.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1980.0,4,3,4,4,4,2,2,2,3,2,4,4,4,3,3,233.0,8211.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1983.0,3,2,4,3,3,3,3,1,2,1,2,2,3,3,3,16.3,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1983.0,3,2,4,3,3,3,3,1,2,1,2,2,3,3,3,6.2,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1983.0,3,2,4,3,3,3,3,1,2,1,2,2,3,3,3,3.0,38.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
