Actual,SVR_Predicted,RF_Predicted,SVR_Absolute_Error,RF_Absolute_Error,SVR_Error_Calculated,RF_Error_Calculated,SVR_Abs_Error_Calculated,RF_Abs_Error_Calculated
636.0,637.5660720746689,616.067757832796,1.5660720746689094,19.93224216720398,-1.5660720746689094,19.93224216720398,1.5660720746689094,19.93224216720398
882.0,734.6813684448726,848.86,147.31863155512735,33.139999999999986,147.31863155512735,33.139999999999986,147.31863155512735,33.139999999999986
444.0,1244.9276496399334,1905.993,800.9276496399334,1461.993,-800.9276496399334,-1461.993,800.9276496399334,1461.993
192.0,787.6036723873551,1389.51,595.6036723873551,1197.51,-595.6036723873551,-1197.51,595.6036723873551,1197.51
576.0,649.9107512497588,791.18,73.91075124975885,215.17999999999995,-73.91075124975885,-215.17999999999995,73.91075124975885,215.17999999999995
432.0,465.57105994852486,695.54,33.57105994852486,263.54,-33.57105994852486,-263.53999999999996,33.57105994852486,263.53999999999996
72.0,268.608611559005,250.981,196.608611559005,178.981,-196.608611559005,-178.981,196.608611559005,178.981
300.0,356.2895513456176,382.9169767699826,56.28955134561761,82.91697676998263,-56.28955134561761,-82.91697676998263,56.28955134561761,82.91697676998263
300.0,302.18822804993226,366.1328692640693,2.1882280499322637,66.13286926406931,-2.1882280499322633,-66.13286926406931,2.1882280499322633,66.13286926406931
240.0,160.5682104477695,104.42382849365138,79.4317895522305,135.5761715063486,79.4317895522305,135.5761715063486,79.4317895522305,135.5761715063486
600.0,344.7685072572642,438.505624450192,255.23149274273575,161.494375549808,255.23149274273578,161.494375549808,255.23149274273578,161.494375549808
756.0,758.1933381960022,537.4385138494946,2.1933381960021734,218.5614861505054,-2.1933381960021734,218.5614861505054,2.1933381960021734,218.5614861505054
1200.0,973.590588524276,1327.17680725911,226.4094114757241,127.17680725910986,226.40941147572403,-127.17680725911009,226.40941147572403,127.17680725911009
97.0,741.6194190901468,1023.49,644.6194190901468,926.49,-644.6194190901468,-926.49,644.6194190901468,926.49
409.0,623.6805779691056,535.7560000000001,214.6805779691056,126.75600000000009,-214.68057796910557,-126.75600000000009,214.68057796910557,126.75600000000009
703.0,489.2736826369305,594.5100242462726,213.72631736306948,108.48997575372744,213.72631736306948,108.48997575372744,213.72631736306948,108.48997575372744
1350.0,706.6326760420957,1778.4898258608796,643.3673239579043,428.4898258608796,643.3673239579043,-428.4898258608796,643.3673239579043,428.4898258608796
480.0,1206.677974055773,781.6029317133446,726.6779740557729,301.60293171334456,-726.6779740557729,-301.60293171334456,726.6779740557729,301.60293171334456
599.0,456.3052980943354,661.3819284984237,142.6947019056646,62.38192849842369,142.6947019056646,-62.38192849842369,142.6947019056646,62.38192849842369
430.0,573.52464682597,369.9802,143.52464682596997,60.01980000000003,-143.52464682596997,60.019799999999975,143.52464682596997,60.019799999999975
4178.2,1928.2663101917865,1941.035380770048,2249.9336898082133,2237.164619229952,2249.9336898082133,2237.1646192299518,2249.9336898082133,2237.1646192299518
1772.5,1717.910101258248,2956.081992167049,54.589898741752,1183.5819921670495,54.589898741751995,-1183.581992167049,54.589898741751995,1183.581992167049
1645.9,1901.5439064295356,3254.7257747619065,255.6439064295353,1608.8257747619064,-255.6439064295355,-1608.8257747619064,255.6439064295355,1608.8257747619064
1924.5,1194.5473671093273,2094.067212500004,729.9526328906727,169.56721250000373,729.9526328906727,-169.5672125000042,729.9526328906727,169.5672125000042
648.0,605.9276544922442,1243.9345411482093,42.07234550775581,595.9345411482093,42.07234550775581,-595.9345411482093,42.07234550775581,595.9345411482093
8211.0,1450.2618947810097,3092.013447156085,6760.73810521899,5118.986552843915,6760.73810521899,5118.986552843915,6760.73810521899,5118.986552843915
480.0,237.03046908026977,246.03839047619047,242.96953091973023,233.96160952380956,242.96953091973023,233.96160952380953,242.96953091973023,233.96160952380953
12.0,605.1358165297777,766.3873897414061,593.1358165297777,754.3873897414061,-593.1358165297777,-754.3873897414061,593.1358165297777,754.3873897414061
38.0,590.1872029486084,735.0073040271204,552.1872029486084,697.0073040271204,-552.1872029486084,-697.0073040271204,552.1872029486084,697.0073040271204
